review_id,text,rating,sentiment_label,sentiment_5class,text_length,split
sent_000730,Tôi thấy chất lượng rất tốt,5,positive,rating_5,6,train
sent_000731,"kệ đẹp, cứng cáp, lắp ráp dễ, quá được số với giá tiền",5,positive,rating_5,13,test
sent_000732,Hàng rất đẹp và chuẩn,5,positive,rating_5,5,train
sent_000733,"Chất lượng ván kém, không nên vặn chặt vít vì sẽ hư ván",1,negative,rating_1,13,train
sent_000734,mình đã mua tới tận 4 giá để kê đồ để tiết kiệm không gian và rất ưng ý với sp,5,positive,rating_5,21,train
sent_000735,Kệ sạch đẹp và chắc chắn,5,positive,rating_5,6,valid
sent_000736,"Sản phẩm đẹp, chắc chắn, lắp ráp dể dàng",5,positive,rating_5,9,train
sent_000737,Kệ sách màu trắng rất đẹp,5,positive,rating_5,6,test
sent_000738,"tiki giao hàng nhanh, chất lượng sp rất ok",5,positive,rating_5,9,train
sent_000739,"Mẫu mã dễ nhìn, gọn gàng",5,positive,rating_5,6,train
sent_000740,khá hài lòng,4,positive,rating_4,3,train
sent_000741,hàng phù hợp với giá,4,positive,rating_4,5,valid
sent_000742,"Kệ đẹp , giá rẻ , có bản vẽ dễ dàng lắp ghép",5,positive,rating_5,13,train
sent_000743,"Sản phẩm tốt so với giá tiền, mình mua 1 cái thấy tốt nên đã mua thêm 1 cái nữa",4,positive,rating_4,20,train
sent_000744,tủ đồ tốt lắn ạ,5,positive,rating_5,5,train
sent_000745,"Giá sách rất nặng và xịn, giao hàng rất nhanh, niềm nở, nhiệt tình",5,positive,rating_5,14,train
sent_000746,"Hài lòng, hàng đẹp, chắc chắn",5,positive,rating_5,6,train
sent_000747,"Mới nhận được hàng, tiki giao hàng sơm hơn dự kiến",4,positive,rating_4,11,test
sent_000748,Sản phẩm giao hàng nhanh hơn dự kiến,4,positive,rating_4,8,train
sent_000749,đóng gói ok,4,positive,rating_4,3,test
sent_000750,"Hàng tốt, gỗ chắc chắn, rất đáng mua, thiết kế thẩm mỹ",5,positive,rating_5,12,train
sent_000751,Đep lắm,5,positive,rating_5,2,train
sent_000752,Kệ chắc chắn,4,positive,rating_4,3,train
sent_000753,"dễ lắp ráp, sp đúng như hình",4,positive,rating_4,7,train
sent_000754,"Chất lượng tốt, giá hợp lý, đợt tới sẽ mua cái nữa",5,positive,rating_5,12,train
sent_000755,"Kệ sách bình thường, ổn khi dùng để trang trí",3,neutral,rating_3,10,train
sent_000756,Cực kỳ hài lòng,5,positive,rating_5,4,test
sent_000757,"sản phẩm đẹp, chắc chắn, lắp ráp rất nhanh",5,positive,rating_5,9,train
sent_000758,"vừa mới lắp xong, kệ dày dặn, chắc chắn, dễ lắp ráp",5,positive,rating_5,12,test
sent_000759,"Mình đã mua 2 giá, để đựng vải ở cửa hàng, giá đẹp, dễ lắp, rất ưng",5,positive,rating_5,17,valid
sent_000760,hướng dẫn chưa kĩ,2,negative,rating_2,4,train
sent_000761,đóng gói tốt,4,positive,rating_4,3,train
sent_000762,"giá sách tiện lợi, chắc chắn và phù hợp giá tiền",5,positive,rating_5,11,train
sent_000763,Hàng như trong hình,3,neutral,rating_3,4,test
sent_000764,"Dễ lắp ghép, giá tiền phù hợp rất chắc chắn",5,positive,rating_5,10,train
sent_000765,Cực kì ưng ý với kệ sách,5,positive,rating_5,7,train
sent_000766,Hài lòng với chất lượng,4,positive,rating_4,5,train
sent_000767,Tôi đặt màu vân gỗ mà gởi màu trắng,2,negative,rating_2,9,test
sent_000768,đẹp,4,positive,rating_4,1,test
sent_000769,"Dễ lắp, tuy nhiên vẫn còn một số mối nối chưa được phẳng, đẹp",3,neutral,rating_3,14,train
sent_000770,kệ của e bị thiếu 1 mảnh ghép ạ,2,negative,rating_2,9,train
sent_000771,"Sản phẩm tốt, đóng gói cẩn thận, giá hợp lý, lắp ráp xong rất vừa mắt",5,positive,rating_5,16,train
sent_000772,"hàng đẹp, năng, nhưng có mấy lo bắt vít bị lệch phải tự khoan lại",4,positive,rating_4,15,test
sent_000773,"chất lượng tốt đó mọi người, tầm hơn 400k mà rất đẹp",5,positive,rating_5,12,train
sent_000774,"Hàng như hình, đẹp, chắc, đóng gói cẩn thận, giao hàng nhanh",5,positive,rating_5,12,train
sent_000775,"Kệ đẹp, giao hàng nhanh",5,positive,rating_5,5,train
sent_000776,"Kệ sách rất đẹp, mặc dù có vài chỗ ko đc khớp lắm nhưng vẫn ưng ý vô cùng",5,positive,rating_5,19,train
sent_000777,"gỗ nặng và chắc chắn, mình phải mất hơn 1h để lắp ráp nhưng vui vì kệ đẹp",4,positive,rating_4,18,valid
sent_000778,"kệ sách tốt, giá mềm, giao hàng đúng hẹn",5,positive,rating_5,9,train
sent_000779,"rất hài lòng, đẹp, giao hàng nhanh , giá hợp lý nữa",5,positive,rating_5,12,test
sent_000780,"Với giá thành sp như vậy thì mình rất ưng, sp chắc chắn, mỹ quan đẹp",5,positive,rating_5,16,train
sent_000781,"Kệ rất là đẹp, dễ lắp, phù hợp với giá cả, có khi hơn !!!!👌",5,positive,rating_5,15,train
sent_000782,"Giao hàng nhanh, kế gỗ đẹp chắc chắn, tổng quan nhìn đẹp, tầm tiền ok",5,positive,rating_5,15,train
sent_000783,Đẹp ổn nhưng em khônh biết lắp dù có hướng dẫn :(((,4,positive,rating_4,12,train
sent_000784,"Giá cả phải chăng , lắp ráp rất đơn giản , mẫu mả đẹp",5,positive,rating_5,14,train
sent_000785,hài lòng,4,positive,rating_4,2,train
sent_000786,Sản phẩm rất tốt tuy chỉ làm bằng gỗ ép nhưng công dung thì khá tuyệt mình cho 5sao,5,positive,rating_5,19,train
sent_000787,"Rất dễ lắm, sp tốt, rất hài lòng",5,positive,rating_5,8,train
sent_000788,Tạm được,3,neutral,rating_3,2,valid
sent_000789,Đã mua và rất hài lòng,5,positive,rating_5,6,valid
sent_000790,"Sản phẩm thiết kế đẹp, chắc chắn, lắp rát rất dễ đối với tôi giá rẻ và đẹp",5,positive,rating_5,18,train
sent_000791,"Sản phẩm ổn trong tầm giá, chỉ có vài điều ko hài lòng xíu",2,negative,rating_2,14,train
sent_000792,"Kệ kha chắc chắn, như mô tả, đẹp",5,positive,rating_5,8,train
sent_000793,"Giao hàng rất nhiệt tình, dịch vụ tốt",5,positive,rating_5,8,train
sent_000794,"Mình đặt hai cái trắng, thì lại ship cho mình một trắng một đen trắng",2,negative,rating_2,15,train
sent_000795,Giá thiết kế để dọc nhưng để ngang cũng khá đẹp:),4,positive,rating_4,11,test
sent_000796,"Kệ đẹp, nặng và chắc nhưng chắc k đc chạm nước vì gỗ ván ép",5,positive,rating_5,15,train
sent_000797,so với giá như vậy thì quá thích,5,positive,rating_5,8,train
sent_000798,"Kệ rất đẹp, mình rất hài lòng",5,positive,rating_5,7,train
sent_000799,Đẹp lắm,5,positive,rating_5,2,train
sent_000800,"Sản phẩm đẹp, đóng gói chác chắn, giao hàng đúng hẹn, nhân viên nhiệt tình",5,positive,rating_5,15,test
sent_000801,"kệ chắc chắn, lắp ráp dễ, giao hàng dễ thương",5,positive,rating_5,10,test
sent_000802,"Gỗ ép nhưng rất chắc chắn, màu gỗ sồi cũng rất đẹp",5,positive,rating_5,12,valid
sent_000803,sản phẩm đẹp dễ lắp,5,positive,rating_5,5,train
sent_000804,"Sãn phẩm như hình, đẹp, chắc, shipper dễ thương",5,positive,rating_5,9,train
sent_000805,"đẹp, người giao nhiệt tình, lắp hơi mệt cần máy vặn vít, gọn gàng tao nhã",5,positive,rating_5,16,train
sent_000806,tạm chấp nhận vs sản phẩm,3,neutral,rating_3,6,train
sent_000807,"Kệ sách đẹp, chắc chắn, dễ dàng lắp ráp, nhân viên giao hàng nhanh, nhiệt tình",5,positive,rating_5,16,train
sent_000808,"ngon, bổ, rẻ",5,positive,rating_5,3,train
sent_000809,hàng đẹp chất lượng thấy ok rẻ hơn so với giá tiền nên mua,5,positive,rating_5,14,valid
sent_000810,"sản phẩm rất tốt, chắc chắn và chỉn chu, giá tiền và chất lượng rất ok",5,positive,rating_5,16,train
sent_000811,"Kệ sách chắc chắn, gỗ khá nặng tay",5,positive,rating_5,8,train
sent_000812,nếu có đánh số thứ tự vào từng mảnh ghép và hướng dẫn thì sẽ tốt hơn,2,negative,rating_2,17,train
sent_000813,"lắp đặt dễ dàng, rất chắc chắn, hình thức cũng ổn, tuy nhiên hơi nhỏ chút",4,positive,rating_4,16,train
sent_000814,Sản phẩm phù hợp với số tiền,3,neutral,rating_3,7,train
sent_000815,"Sản phẩm y hình, lắp ráp đơn giản, rất chắc chắn, cho shop 5 sao",5,positive,rating_5,15,train
sent_000816,chắc chắn,4,positive,rating_4,2,train
sent_000817,"Kệ chắc chắn, nước sơn đẹp, thiết kế đẹp mắt",5,positive,rating_5,10,train
sent_000818,"đúng như mô tả, có điều hơi bị xước tí nhưng ko sao",2,negative,rating_2,13,valid
sent_000819,"Lắp ráp đơn giản tầm 30p là xong, kệ đẹp như hình, chất lượng tốt",5,positive,rating_5,15,valid
sent_000820,"Sản phẩm đẹp, đóng gói cẩn thận, đầy đủ",5,positive,rating_5,9,train
sent_000821,Hàng tạm ổn với giá tiền nhưng giao không đúng màu nên không vừa lòng lắm,2,negative,rating_2,16,train
sent_000822,"Giao hàng nhanh, đóng gói cẩn thận, lắp xong chắc chắn, đẹp, cực kỳ hài lòng",5,positive,rating_5,16,valid
sent_000823,Lỗ khoan bị lệch,2,negative,rating_2,4,train
sent_000824,"Mình mua 1 kệ, khi nhận sản phẩm thích quá nên đã mua thêm 1 kệ nữa luôn",5,positive,rating_5,18,train
sent_000825,Chất lượng sản phẩm hơn mong đợi,5,positive,rating_5,7,valid
sent_000826,"tốt, chắc chắn, tiết kiệm được nhiều không gian",5,positive,rating_5,9,train
sent_000827,Tủ cứng cáp,4,positive,rating_4,3,test
sent_000828,Mọi thứ ổn so với tầm giá,4,positive,rating_4,7,train
sent_000829,Con gái cũng có thể dễ dàng lắp ráp sản phẩm này,4,positive,rating_4,12,test
sent_000830,"Hàng tốt chất lượng tuyệt vời ông mặt trời, gia đình nào cũng nên có nhé",5,positive,rating_5,16,test
sent_000831,Tủ không bị trầy xước,3,neutral,rating_3,5,train
sent_000832,"Rất đáng tiền, hướng dẫn ko rõ lắm nhưng mày mò chút là ra",4,positive,rating_4,14,train
sent_000833,"Sản phẩm đẹp, chắc chắn, lắp ráp dễ dàng, rất hài lòng",5,positive,rating_5,12,train
sent_000834,Hàng ok,4,positive,rating_4,2,train
sent_000835,"Giao hàng nhanh, gói hàng kỹ, sản phẩm đẹp",5,positive,rating_5,9,test
sent_000836,"đep, chắc chắn",5,positive,rating_5,3,valid
sent_000837,Giao hàng nhanh nhưng hàng chưa thực sự khớp khi lắp rắp vẫn còn bị lệch,3,neutral,rating_3,16,train
sent_000838,"Gỗ đẹp, lắp ráp dễ dàng",5,positive,rating_5,6,train
sent_000839,"Sản phẩm rất tốt và tiện lợi, dễ dàng lắp đặt, thiết kế khá chắc chắn",5,positive,rating_5,16,train
sent_000840,Kệ đẹp,4,positive,rating_4,2,test
sent_000841,sản phẩm đóng gói cẩn thân,4,positive,rating_4,6,train
sent_000842,"Đẹp, dễ lắp ráp, khá nặng, chắc chắn",5,positive,rating_5,8,test
sent_000843,"Đẹp, hoàn thiện tốt nhưng lắp khá tốn thời gian và bị móp mấy chỗ do ship",4,positive,rating_4,17,train
sent_000844,"Kệ sách đẹp, chắc chắn, giá hợp lý mỗi tội vặn vít để lắp thì tê tay",4,positive,rating_4,17,test
sent_000845,Kệ “ngon bổ rẻ”,5,positive,rating_5,4,train
sent_000846,"Chất liệu gỗ tốt, bóng",5,positive,rating_5,5,train
sent_000847,"đóng gói chắc chắn , bọc kĩ càng không sứt mẻ anh giao hàng thiện lành",5,positive,rating_5,16,train
sent_000848,kích thước vừa và không quá lớn,3,neutral,rating_3,7,valid
sent_000849,"kệ nặng, bị vỡ nhiều chỗ, thêm có 1 miếng ván k có lỗ để ốc vặn vào",1,negative,rating_1,18,train
sent_000850,"Sản phẩm khá chắc chắn, phù hợp với giá cả, dễ lắp ráp",5,positive,rating_5,13,train
sent_000851,Nhỏ gọn dễ lắp đặt cẩn thận vì rất dễ bị trầy nước sơn,5,positive,rating_5,14,test
sent_000852,"Ưng, lắp lên chắc chắn; mua khi giảm giá nên hợp lý",5,positive,rating_5,12,train
sent_000853,"màu đẹp, lắp ráp hơi cực xíu nhưng thành phẩm ưng ý vô cùng",4,positive,rating_4,14,train
sent_000854,"Giá rẻ, dễ lắp gắp ngay cả nữ như mình cũng ráp đc, hoàn toàn hài lòng =))",5,positive,rating_5,18,train
sent_000855,Tiki giao hàng nhanh,4,positive,rating_4,4,test
sent_000856,Đẹp mà rẻ nữa shop ơi nay nhận hàng là quất liền,5,positive,rating_5,12,train
sent_000857,"kệ đẹp, chắc chắn, ráp dễ, hợp túi tiền, giao nhanh",5,positive,rating_5,11,train
sent_000858,ttót trong tầm giá,4,positive,rating_4,4,train
sent_000859,Chất lượng rất ok với giá thành tầm này,5,positive,rating_5,9,train
sent_000860,Kệ không thấy giao mà giao đồ chơi của đơn hàng người khác,2,negative,rating_2,13,train
sent_000861,Thực sự là một sản phẩm đáng mua,5,positive,rating_5,8,valid
sent_000862,"Kệ đẹp, chắc chắn, giao hàng nhanh, khá ưng ý, sẽ tiếp tục ủng hộ shop",5,positive,rating_5,16,train
sent_000863,"Mình đã nhận sản phẩm đúng ngày, sp đẹp như hình, chắc chắn",5,positive,rating_5,13,train
sent_000864,Hài lòng & ưng ý,4,positive,rating_4,5,train
sent_000865,Sản phẩm ổn,3,neutral,rating_3,3,train
sent_000866,Sản phẩm đẹp so với giá tiền :) mình sẽ mua thêm,4,positive,rating_4,12,train
sent_000867,"Kệ đẹp, nhưng ráp hơi lâu và mỏi tay, do phải vặn ốc nhiều quá",3,neutral,rating_3,15,test
sent_000868,"Kệ tốt, nhưng giao hàng hơi lâu",3,neutral,rating_3,7,train
sent_000869,"Kệ đẹp, giá rẻ và rất dễ lắp ráp",5,positive,rating_5,9,train
sent_000870,"Sản phẩm chất lượng tốt, giao hàng nhanh hơn dự kiến",5,positive,rating_5,11,train
sent_000871,"Nhìn chung hài lòng, giao hàng nhanh, kệ ráp nhanh, đẹp",5,positive,rating_5,11,valid
sent_000872,"Sản phẩm cực đẹp, chác chắn, dễ đang lắp ráp!",5,positive,rating_5,10,test
sent_000873,"sản phẩm đẹp, chắc chắn",5,positive,rating_5,5,train
sent_000874,"Sản phẩm đẹp, đầy đủ đến từng con vít, giao hàng nhanh",5,positive,rating_5,12,train
sent_000875,"Kệ sách khá dễ ráp, đẹp và chắc chắn, đựng được khá nhiều",5,positive,rating_5,13,train
sent_000876,"Kệ rất đẹp , chắc chắn , mua được dịp giá rẻ , nên tôi mua thêm lần nữa",5,positive,rating_5,19,train
sent_000877,khá chắc chắn,4,positive,rating_4,3,test
sent_000878,"chất liệu tốt, chắc chắn, rất hài lòng, vận chuyển nhanh chóng!",5,positive,rating_5,12,train
sent_000879,"Kệ đẹp, phù hợp với nhiều không gian, giá tốt cho mọi người 👍",5,positive,rating_5,14,train
sent_000880,"rất hợp lý về mọi mặt,nên có nhiều SP thành toán qua thẻ",5,positive,rating_5,13,valid
sent_000881,"Hàng đẹp, lắp ghép dễ,,",5,positive,rating_5,5,train
sent_000882,Kệ rất đẹp,5,positive,rating_5,3,train
sent_000883,"Ke dep, de lap rap",5,positive,rating_5,5,train
sent_000884,"Rất ưng ý cách lắp ráp, hướng dẫn và sản phẩm của Igea",5,positive,rating_5,13,train
sent_000885,Sp đẹp và chắc lắm ạ,5,positive,rating_5,6,train
sent_000886,"san pham ok, co bi bong mot vai canh nhung kg dang ke, van chuyen tu hn4 ve nen hoi lau",4,positive,rating_4,21,train
sent_000887,"sản phẩm mới chất lượng tốt giá rẻ, tôi hài lòng",5,positive,rating_5,11,train
sent_000888,Kệ đẹp dễ lắp ráp,5,positive,rating_5,5,train
sent_000889,"Hàng đẹp, giá hợp lý, giao hàng siêu nhanh",5,positive,rating_5,9,test
sent_000890,Lắp ráp xong dùng ok,5,positive,rating_5,5,train
sent_000891,Sản phẩm oke lắm nha,5,positive,rating_5,5,valid
sent_000892,Tu dẹp hop de sách hoặc trang tri phong cho bé cam on,5,positive,rating_5,13,train
sent_000893,"Sản phẩm đẹp, nhân viên giao hàng nhiệt tình thân thiện",5,positive,rating_5,11,train
sent_000894,nhiều tấm bị mẻ lớp Veneer lòi lõi MDF,1,negative,rating_1,9,train
sent_000895,"Đang dùng được 1 tuần ok, hơi mất công nắp tí, dùng tiếp xem sao :))",4,positive,rating_4,16,train
sent_000896,"Sản phẩm đẹp, đóng gói cẩn thận giá cả hợp lý",5,positive,rating_5,11,train
sent_000897,"Giao hàng nhanh, kệ chất lượng, nên đánh số thứ tự để dễ lắp ráp",4,positive,rating_4,15,test
sent_000898,Sản phẩm khá ok,4,positive,rating_4,4,train
sent_000899,"sản phẩm mình mua 2 lần đều ok, ship nhanh, nv nhiệt tình, cảm ơn shop",5,positive,rating_5,16,train
sent_000900,"Hàng lắp ráp đơn giản, mình chọn màu trắng để ở góc phòng OK lắm",5,positive,rating_5,15,train
sent_000901,"Hàng đẹp, mua đợt giảm giá nên là rất là ưng í",5,positive,rating_5,12,valid
sent_000902,tuyệt vời như mong đợi luôn,5,positive,rating_5,6,train
sent_000903,Tuyệt vời! Mình rất ưng ý :)),5,positive,rating_5,7,train
sent_000904,"Sản phẩm đẹp trong tầm giá, shop nhiệt tình gửi cả thư cảm ơn khách!",5,positive,rating_5,15,valid
sent_000905,"Hàng làm đẹp, chất lượng tốt",5,positive,rating_5,6,test
sent_000906,"Dễ lắp đặt, độ hoàn thiền các chi tiết khá tốt",5,positive,rating_5,11,train
sent_000907,Ok tốt,4,positive,rating_4,2,valid
sent_000908,Ổn với giá tiền,3,neutral,rating_3,4,test
sent_000909,Không hỗ trợ lắp đặt gây khó khăn cho cho khách hàng,1,negative,rating_1,12,train
sent_000910,"Sản phẩm đẹp, chất lượng tốt hơn so với giá tiền",5,positive,rating_5,11,train
sent_000911,"Đẹp, dễ thương lắm",5,positive,rating_5,4,train
sent_000912,"Chất lượng bình thường, giao hàng có bị móp, méo góc",2,negative,rating_2,11,train
sent_000913,"vân gỗ đẹp, kệ chắc chắn, rất thích",5,positive,rating_5,8,train
sent_000914,"Rẻ đẹp, xài 3 tháng rồi chưa thấy hư hao gì 5 sao lun",5,positive,rating_5,14,train
sent_000915,Rất ok ạ,5,positive,rating_5,3,train
sent_000916,"Độ hoàn thiện khá ổn, tiếc là còn có một vài tấm bị dư khi lắp",3,neutral,rating_3,16,valid
sent_000917,kệ đẹp rất ok,5,positive,rating_5,4,train
sent_000918,Tốt,4,positive,rating_4,1,valid
sent_000919,"hàng dễ lắp, đẹp, chắc, OK, phù hợp với giá tiền",5,positive,rating_5,11,train
sent_000920,"Tủ đẹp, chắc chắn nhưng thiếu mất ốc vít thì phải làm sao ạ?",4,positive,rating_4,14,train
sent_000921,Tủ đẹp và chắc chắn,5,positive,rating_5,5,train
sent_000922,sản phẩm rất tốt so với mức giá,5,positive,rating_5,8,train
sent_000923,"Hơi khó ráp nhưng cũng ổn rồi ,để dùng xem chấy lượng thế nào,",2,negative,rating_2,14,train
sent_000924,đã nhận hàng tốt dễ lắp đặt,5,positive,rating_5,7,train
sent_000925,"Hai long, tiki giao hàng nhanh hơn dự kiến",5,positive,rating_5,9,train
sent_000926,"rất đẹp và chắc chắn, lại rẻ nữa",5,positive,rating_5,8,train
sent_000927,"sản phẩm giốg như mô tả, kệ khá nặng và dày dặn, tôi hài lòng",5,positive,rating_5,15,train
sent_000928,Sản phẩm đẹp như hình,4,positive,rating_4,5,train
sent_000929,"sản phẩm ok, giao hàng nhanh",5,positive,rating_5,6,train
sent_000930,"Dễ lắp ráp, chất liệu chắc chắn",5,positive,rating_5,7,train
sent_000931,"Gỗ đẹp,lắp xong khá chắc chắn,giao hàng nhanh,hàng giống hình",5,positive,rating_5,10,test
sent_000932,Cá nhân thấy rẻ và hài lòng về chất lượng,5,positive,rating_5,10,train
sent_000933,"San pham ok đóng gói cẩn thận, nhân viên giao hàng nhiệt tinh de thương",5,positive,rating_5,15,train
sent_000934,"hàng đem về dễ tháo lắp, chỉ tốn 30p để lắp, kệ khá chắc chắn",5,positive,rating_5,15,train
sent_000935,ke sach đẹp hợp tui tiền,5,positive,rating_5,6,valid
sent_000936,"Đẹp,chất lượng khá tốt lắp đặt dễ ràng",5,positive,rating_5,8,train
sent_000937,Mình thấy hài lòng với sản phẩm,4,positive,rating_4,7,train
sent_000938,"Sản phẩm tốt, tủ đẹp, chắc chắn, ráp nhanh",5,positive,rating_5,9,train
sent_000939,"Đóng gói cẩn thận, hướng dẫn dễ lắp, lắp lên rất đẹp",5,positive,rating_5,12,train
sent_000940,"Giá cả phải chăng, sản phẩm tốt",5,positive,rating_5,7,train
sent_000941,Tiền nào của đó,3,neutral,rating_3,4,train
sent_000942,"Chi tiết ko sắc xảo, lỗ khoan lệch nhiều nên lắp vào lồi lõm, ko đẹp",1,negative,rating_1,16,valid
sent_000943,Hài lòng rất nhiều,5,positive,rating_5,4,train
sent_000944,"giao quá nhanh, sản phẩm đẹp ,quá tuyệt vời",5,positive,rating_5,9,train
sent_000945,"Giá sách đẹp, chắc chắn",5,positive,rating_5,5,test
sent_000946,"Kệ đẹp ,chắc chắn",5,positive,rating_5,4,test
sent_000947,"Cực kỳ xinh (◍•ᴗ•◍)❤, rất dễ lắp ráp",5,positive,rating_5,8,train
sent_000948,"Sản phẩm tốt, giá cả hợp lý, lắp ráp dễ dàng, giao hàng nhanh",5,positive,rating_5,14,train
sent_000949,"kệ đẹp, hàng nặng như shipper tiki giao hàng rất nhiệt tình!",5,positive,rating_5,12,train
sent_000950,"sản phẩm tốt, đẹp, giá cả phải chăng",5,positive,rating_5,8,train
sent_000951,"Chât lượng tốt, cứng cáp và đep",5,positive,rating_5,7,train
sent_000952,"Kệ đẹp, thiết kế chịu lực, nhìn rất thích",5,positive,rating_5,9,train
sent_000953,"chắc chắn, dễ sắp xếp",5,positive,rating_5,5,train
sent_000954,"ok hàng i hình, k có vấn đề gì cả",3,neutral,rating_3,10,train
sent_000955,Tủ đẹp,4,positive,rating_4,2,train
sent_000956,"Kệ đẹp, phù hợp không gian gia đình, giá OK",5,positive,rating_5,10,test
sent_000957,"Giá sách đẹp, chiều rộng to tí nữa sẽ đỡ chòng chành hơn",3,neutral,rating_3,13,valid
sent_000958,"kệ gỗ rất đẹp, rất hài lòng, cảm ơn shop nhiều",5,positive,rating_5,11,valid
sent_000959,"Kệ như hình, nên mua nha mn",5,positive,rating_5,7,train
sent_000960,"Kệ sách đẹp, chắc chắn",5,positive,rating_5,5,valid
sent_000961,"Kệ đẹp, rất hài lòng, nhân viên giao hàng dễ thương nhiệt tình",5,positive,rating_5,13,train
sent_000962,"Hợp lý với giá tiền, dễ lắp ghép",5,positive,rating_5,8,train
sent_000963,"đóng gói chắc chắn, giao hàng nhanh",5,positive,rating_5,7,train
sent_000964,"Rất đẹp, rất hài lòng, cảm ơn shop , cảm ơn tiki",5,positive,rating_5,12,train
sent_000965,đẹp hơn mong đợi,5,positive,rating_5,4,valid
sent_000966,"Hơi mất thời gian lắp, nhưng đẹp như hình",3,neutral,rating_3,9,train
sent_000967,Ship hàng nhanh,4,positive,rating_4,3,test
sent_000968,"Ổn, lắp hơi lâu tí",2,negative,rating_2,5,train
sent_000969,Hàg tôt dễ rap shiper nhiệt tình rất vừa lòng,5,positive,rating_5,10,train
sent_000970,Rất ưng ý,5,positive,rating_5,3,valid
sent_000971,"hàng rất đẹp, có hướng dẫn nên lắp cũng dễ dàng",5,positive,rating_5,11,train
sent_000972,"Cảm ơn Tiki, mua hàng của Tiki nhiều và rất hài lòng",5,positive,rating_5,12,train
sent_000973,Tiền nào của nấy thôi! Gỗ ván ép nên giá này bình thường,3,neutral,rating_3,13,train
sent_000974,kệ ráp rất okie,5,positive,rating_5,4,train
sent_000975,"Vừa túi tiền, đẹp, chắc chắn, rất hài lòng, cảm ơn tiki nhiều",5,positive,rating_5,13,valid
sent_000976,"Tủ dễ ráp, đẹp",5,positive,rating_5,4,valid
sent_000977,"Hàng chất lượng cao, giá hợp lý, lắp đặt dễ",5,positive,rating_5,10,train
sent_000978,"Gọn gàng trang nhã, lắp đặt dễ dàng đầy đủ ốc vít",5,positive,rating_5,12,train
sent_000979,"hàng đẹp, dễ lắp ráp, giá hợp lý, nhân viên giao hàng tận nhà tốt",5,positive,rating_5,15,train
sent_000980,"Sản phẩm đẹp, mình lắp ráp trong vòng 30 phút, giao hàng rất nhanh",5,positive,rating_5,14,train
sent_000981,"Đẹp ,dễ lắp rắp , vừa Y rất muốn mua thêm vài cái nữa",5,positive,rating_5,14,train
sent_000982,"rất đẹp và hài lòng, chắc chắn sẽ ủng hộ shop dài dài",5,positive,rating_5,13,train
sent_000983,kệ chắc chắn & đẹp,5,positive,rating_5,5,train
sent_000984,Sản phẩm rất tốt,5,positive,rating_5,4,train
sent_000985,"Rất hài lòng, sản phẩm hợp với giá tiền, đóng gói cẩn thận",5,positive,rating_5,13,train
sent_000986,oke nhưng là ván ép thôi ko phải gỗ,3,neutral,rating_3,9,test
sent_000987,Sản phẩm đẹp hơn mong đợi,5,positive,rating_5,6,test
sent_000988,Giá sách ok tuy nhiên còn nhiều đầu nhọn dễ bị đau tay khi va chạm,2,negative,rating_2,16,valid
sent_000989,"Dễ lắp ráp, giao hàng nhanh, dùng rất ok",5,positive,rating_5,9,train
sent_000990,"tủ chắc chắn, đẹp, cứng cáp",5,positive,rating_5,6,train
sent_000991,"Giao hàng nhanh, đóng gói cẩn thận, hàng đẹp như hình",5,positive,rating_5,11,train
sent_000992,"Kệ đẹp, dễ lắp",5,positive,rating_5,4,train
sent_000993,"Đa nhan duoc hag rất hai long,nhan vien giao hag nhiệt tinh vui ve !",5,positive,rating_5,15,train
sent_000994,"Dễ lắp đặt, gọn, đẹp, chất lượng gỗ tốt !",5,positive,rating_5,10,train
sent_000995,Ke rat ok,5,positive,rating_5,3,train
sent_000996,"nhân viên giao hàng dễ thương, nhiệt tình!!! sp tốt",5,positive,rating_5,10,train
sent_000997,"tủ ok, vừa ý, chất lượng cần thời gian kiểm định",5,positive,rating_5,11,train
sent_000998,"Giá sách đẹp, nhìn ưng, dễ lắp ráp, chỉ không biết bền không",5,positive,rating_5,13,train
sent_000999,"Kệ đẹp, màu vân gỗ đẹp, nhìn chắc chắn, dễ lắp ráp",5,positive,rating_5,12,train
sent_001000,"Kệ sách chắc chắn, đẹp như hình minh họa",5,positive,rating_5,9,train
sent_001001,"Kệ sách như hình, đúng màu đúng mẫu, dễ lắp ráp tháo dỡ",5,positive,rating_5,13,train
sent_001002,"Kệ khá chắc chắn , dễ lắp ráp",5,positive,rating_5,8,train
sent_001003,"Chắc chắn, khá ưng mặc dù giao hơi lâu",4,positive,rating_4,9,train
sent_001004,"Hàng đúng mẫu, lắp đơn giản",5,positive,rating_5,6,train
sent_001005,"Cực kỳ hài lòng, kệ rất đẹp và đáng tiền",5,positive,rating_5,10,train
sent_001006,chat luong san pham tuong thich voi gia tien,3,neutral,rating_3,9,valid
sent_001007,Lần đầu tiên mua hàng online hài lòng đến vậy,5,positive,rating_5,10,train
sent_001008,Mới mở chưa lắp ráp đã bị bong nhiều rồi,2,negative,rating_2,10,train
sent_001009,"Kệ nhỏ xinh, khá cứng cáp",5,positive,rating_5,6,train
sent_001010,Sản phẩm rất chất lượng,5,positive,rating_5,5,test
sent_001011,Sản phẩm tốt nhưng hai tấm ngang bị thiếu khoảng 1,3,neutral,rating_3,11,train
