query_id,query,k,rank,score,doc_id,retrieved_text,is_relevant_manual,notes
q03,Khách hàng gặp vấn đề gì về giao hàng hoặc vận chuyển?,3,3,0.8292800188064575,rag_HealthBeauty_15824917629,"Of course it's important, because when someone calls my name, they know who I am9 Hãy kể cho tôi- Giúp đỡ Cách trình bày Thiết kế viee Ôn tập Gửi thư QUÊ QUỐC 1. Người giới thiệu Whal's (aanme của bometown của bạn (một lần nữa)? 2. Đó là thành phố lớn hay thị trấn nhỏ? 3. Hãy mô tả bometowa của bạn một chút. 4. Bạn đã sống ở đó bao lâu rồi? 5. Bạn có thích thành phố quê hương của mình không? 6. Bạn có thích Iviag ở đó không? 7. Bạn thích (nhất) điều gì ở hometowa của mình? 8. Có điều gì bạn không thích ở nó không?",0,0: không trả lời trực tiếp câu truy vấn hoặc là bình luận ngoài chủ đề/nhận xu/quảng cáo.
q03,Khách hàng gặp vấn đề gì về giao hàng hoặc vận chuyển?,5,1,0.8343076705932617,rag_Fashion_12183625609,"Lần đầu mua hàng tại shop mình đã có trải nghiệm thật sự rất khó chịu. Giao hàng rất nhanh tuy nhiên lần đầu mình mua trắng nhưng shop giao màu đen, 1 phần do mình đã có dự định về quần áo định mặc nên kh thể dùng luôn màu đen đc mình có nt cho shop để xem cách giải quyết ra sao thì mình nhắm tầm 4 tiếng sau mới được rep mặc dù thấy shop onl liên tục, mà trước khi được rep mình cũng phải gọi thẳng vào sdt shop và chắc là gặp đc anh chủ rồi sau đó mới có nv rep tn mình. Mình có bảo là shop giao lộn màu và sau đó hỏi shop cách giải quyết thì shop hỏi lại mình là có thể pass cho ng khác kh? Ủa tại sao mình mua hàng vì mình cần nó, mình kh nhận đc đúng hàng mình cần lại còn phải tự bỏ sức ra đi pass cho ng khác, nếu shop cho mình 1 lí do hợp lý hơn có lẻ mình cũng đã hỗ trợ pass giúp shop. Sau đó mình có bấm trả hàng cho shop cũng như đã nhận hoàn tiền và mình đặt lại đơn mới. Hôm nay mình nhận hàng đơn mới cũng trong tình trạng hộp méo mó, giày thì kh có 1 miếng mút giữ form nào, quai thì mỏng, keo kh chắc, gót giày cũng chẳng có tên hãng giống như những khách khác. TỆ!!!",1,"1: giao sai màu, phản hồi chậm, hộp méo, giày lỗi; vấn đề giao/fulfillment rõ."
q03,Khách hàng gặp vấn đề gì về giao hàng hoặc vận chuyển?,5,2,0.8317734003067017,rag_HomeLifestyle_10445700767,Đóng gói sản phẩm oki hàng vs giá tiền như vậy thì cx tạm được mau là giao về ko bị hư hại gì cả shiper giao hàng thân thiện,0,0: không trả lời trực tiếp câu truy vấn hoặc là bình luận ngoài chủ đề/nhận xu/quảng cáo.
q03,Khách hàng gặp vấn đề gì về giao hàng hoặc vận chuyển?,5,3,0.8292800188064575,rag_HealthBeauty_15824917629,"Of course it's important, because when someone calls my name, they know who I am9 Hãy kể cho tôi- Giúp đỡ Cách trình bày Thiết kế viee Ôn tập Gửi thư QUÊ QUỐC 1. Người giới thiệu Whal's (aanme của bometown của bạn (một lần nữa)? 2. Đó là thành phố lớn hay thị trấn nhỏ? 3. Hãy mô tả bometowa của bạn một chút. 4. Bạn đã sống ở đó bao lâu rồi? 5. Bạn có thích thành phố quê hương của mình không? 6. Bạn có thích Iviag ở đó không? 7. Bạn thích (nhất) điều gì ở hometowa của mình? 8. Có điều gì bạn không thích ở nó không?",0,0: không trả lời trực tiếp câu truy vấn hoặc là bình luận ngoài chủ đề/nhận xu/quảng cáo.
q03,Khách hàng gặp vấn đề gì về giao hàng hoặc vận chuyển?,5,4,0.8272573351860046,rag_HomeLifestyle_9537286890,"Chất lượng phù hợp giá tiền, giao nhanh, khá hài lòng nhưng khi ráp mới phát hiện thiếu ốc ... bỏ ốc vô hộp lại ko có túi đựng riêng làm ốc rớt ghim cả vào ván gỡ mãi mới ra, xong kiểm lại thì bị thiếu.",1,"1: giao nhanh nhưng thiếu ốc, ốc rơi vào ván; vấn đề đóng gói/fulfillment."
q03,Khách hàng gặp vấn đề gì về giao hàng hoặc vận chuyển?,5,5,0.8271057605743408,rag_Fashion_13381845904,"tạm được hơi mỏng [TB] Thực hiện Nghị quyết số 97/NQ-CP ngày 08 tháng 07 năm 2023 của Chính phủ, Bộ Công thương phát động Chương trình Khuyến mại tập trung quốc gia 2023 từ ngày 04/12/2023 - 10/01/2024, doanh nghiệp sẽ thực hiện khuyến mại có hạn mức lên đến 100%. Chi tiết truy cập https://kmttqg.vietrade.gov. [TB] Thực hiện Nghị quyết số 97/NQ-CP ngày 08 tháng 07 năm 2023 của Chính phủ, Bộ Công thương phát động Chương trình Khuyến mại tập trung quốc gia 2023 từ ngày",0,0: không trả lời trực tiếp câu truy vấn hoặc là bình luận ngoài chủ đề/nhận xu/quảng cáo.
q03,Khách hàng gặp vấn đề gì về giao hàng hoặc vận chuyển?,10,1,0.8343076705932617,rag_Fashion_12183625609,"Lần đầu mua hàng tại shop mình đã có trải nghiệm thật sự rất khó chịu. Giao hàng rất nhanh tuy nhiên lần đầu mình mua trắng nhưng shop giao màu đen, 1 phần do mình đã có dự định về quần áo định mặc nên kh thể dùng luôn màu đen đc mình có nt cho shop để xem cách giải quyết ra sao thì mình nhắm tầm 4 tiếng sau mới được rep mặc dù thấy shop onl liên tục, mà trước khi được rep mình cũng phải gọi thẳng vào sdt shop và chắc là gặp đc anh chủ rồi sau đó mới có nv rep tn mình. Mình có bảo là shop giao lộn màu và sau đó hỏi shop cách giải quyết thì shop hỏi lại mình là có thể pass cho ng khác kh? Ủa tại sao mình mua hàng vì mình cần nó, mình kh nhận đc đúng hàng mình cần lại còn phải tự bỏ sức ra đi pass cho ng khác, nếu shop cho mình 1 lí do hợp lý hơn có lẻ mình cũng đã hỗ trợ pass giúp shop. Sau đó mình có bấm trả hàng cho shop cũng như đã nhận hoàn tiền và mình đặt lại đơn mới. Hôm nay mình nhận hàng đơn mới cũng trong tình trạng hộp méo mó, giày thì kh có 1 miếng mút giữ form nào, quai thì mỏng, keo kh chắc, gót giày cũng chẳng có tên hãng giống như những khách khác. TỆ!!!",1,"1: giao sai màu, phản hồi chậm, hộp méo, giày lỗi; vấn đề giao/fulfillment rõ."
q03,Khách hàng gặp vấn đề gì về giao hàng hoặc vận chuyển?,10,2,0.8317734003067017,rag_HomeLifestyle_10445700767,Đóng gói sản phẩm oki hàng vs giá tiền như vậy thì cx tạm được mau là giao về ko bị hư hại gì cả shiper giao hàng thân thiện,0,0: không trả lời trực tiếp câu truy vấn hoặc là bình luận ngoài chủ đề/nhận xu/quảng cáo.
q03,Khách hàng gặp vấn đề gì về giao hàng hoặc vận chuyển?,10,3,0.8292800188064575,rag_HealthBeauty_15824917629,"Of course it's important, because when someone calls my name, they know who I am9 Hãy kể cho tôi- Giúp đỡ Cách trình bày Thiết kế viee Ôn tập Gửi thư QUÊ QUỐC 1. Người giới thiệu Whal's (aanme của bometown của bạn (một lần nữa)? 2. Đó là thành phố lớn hay thị trấn nhỏ? 3. Hãy mô tả bometowa của bạn một chút. 4. Bạn đã sống ở đó bao lâu rồi? 5. Bạn có thích thành phố quê hương của mình không? 6. Bạn có thích Iviag ở đó không? 7. Bạn thích (nhất) điều gì ở hometowa của mình? 8. Có điều gì bạn không thích ở nó không?",0,0: không trả lời trực tiếp câu truy vấn hoặc là bình luận ngoài chủ đề/nhận xu/quảng cáo.
q03,Khách hàng gặp vấn đề gì về giao hàng hoặc vận chuyển?,10,4,0.8272573351860046,rag_HomeLifestyle_9537286890,"Chất lượng phù hợp giá tiền, giao nhanh, khá hài lòng nhưng khi ráp mới phát hiện thiếu ốc ... bỏ ốc vô hộp lại ko có túi đựng riêng làm ốc rớt ghim cả vào ván gỡ mãi mới ra, xong kiểm lại thì bị thiếu.",1,"1: giao nhanh nhưng thiếu ốc, ốc rơi vào ván; vấn đề đóng gói/fulfillment."
q03,Khách hàng gặp vấn đề gì về giao hàng hoặc vận chuyển?,10,5,0.8271057605743408,rag_Fashion_13381845904,"tạm được hơi mỏng [TB] Thực hiện Nghị quyết số 97/NQ-CP ngày 08 tháng 07 năm 2023 của Chính phủ, Bộ Công thương phát động Chương trình Khuyến mại tập trung quốc gia 2023 từ ngày 04/12/2023 - 10/01/2024, doanh nghiệp sẽ thực hiện khuyến mại có hạn mức lên đến 100%. Chi tiết truy cập https://kmttqg.vietrade.gov. [TB] Thực hiện Nghị quyết số 97/NQ-CP ngày 08 tháng 07 năm 2023 của Chính phủ, Bộ Công thương phát động Chương trình Khuyến mại tập trung quốc gia 2023 từ ngày",0,0: không trả lời trực tiếp câu truy vấn hoặc là bình luận ngoài chủ đề/nhận xu/quảng cáo.
q03,Khách hàng gặp vấn đề gì về giao hàng hoặc vận chuyển?,10,6,0.826092541217804,rag_HealthBeauty_10488880695,"Với e thì đây là quy chuẩn. thái độ và chất lượng luôn là 2 yếu tố song song cùng nhau. Còn packaging chỉ là điểm thêm vào thôi ạ. Nhà e dùng túi giấy, khách có thể sử dụng nhiều lần. Nhưng nếu như là hộp/ tag khách chỉ giữ 1-2 lần đầu thôi. Và 10 khách thì mới có 1 khách giữ lại toàn bộ tag/ hộ để sử dụng và sưu tầm. Nên dù làm gì mình cũng nên đầu tư nhiều nhất vào cách chăm sóc khách cũ - thu hút khách mới và sản phẩm. Packaging lâu lâu đổi 1 mẫu mới cũng có 1 cách thu hút lại khách mà hêhhe 😍",0,0: không trả lời trực tiếp câu truy vấn hoặc là bình luận ngoài chủ đề/nhận xu/quảng cáo.
q03,Khách hàng gặp vấn đề gì về giao hàng hoặc vận chuyển?,10,7,0.8247936964035034,rag_Fashion_12423473046,"Sp oke đẹp , giao nhanh . Theo cảm nhận của mình thì chất vải hơi mỏng , mang lâu sẽ bị hằn vết trên da ( mang lâu bị hằn là chuyện hiển nhiên😅) , mình mang với đôi quai hậu của mình thì nó hơi trơn , đi khá là khó chịu , nhưng nếu mà đi với dép có quai chắc thì sẽ đỡ hơn ạ , mình mang dép quai rộng nên mang nó bị trơn . Nói chung chung là oke , hàng đẹp .",0,0: không trả lời trực tiếp câu truy vấn hoặc là bình luận ngoài chủ đề/nhận xu/quảng cáo.
q03,Khách hàng gặp vấn đề gì về giao hàng hoặc vận chuyển?,10,8,0.8225574493408203,rag_HomeLifestyle_13939987039,"Mong shop đóng gói kỹ hơn ở 4 góc tránh trong quá trình vận chuyển và giao hàng sẽ bị hỏng cạnh ván. Giá thành phù hợp. Chuẩn bị, vận chuyển & giao hàng nhanh.",1,1: yêu cầu đóng gói kỹ để tránh hỏng cạnh ván trong vận chuyển.
q03,Khách hàng gặp vấn đề gì về giao hàng hoặc vận chuyển?,10,9,0.8212581872940063,rag_HomeLifestyle_11894783338,"cách tránh một mối nguy tốt nhất là phải triển khai nó, chứ không phải bó tay, không hành động để mong được an toàn. Đi bộ hai chân chắc chắn là dễ ngã hơn đi bốn chân. Nhưng con khỉ dám ngã (nghĩa là chấp nhận mối nguy) mới thành người. Đi xe đạp an toàn sao bằng đi bộ? - Nhưng con người vẫn làm ra xe đạp. Chiếc ô-tô mang lại nhiều nguy hiểm hơn, cớ sao người đời đua nhau chế tạo ra ô-tô? Mối nguy còn tăng hơn nữa cùng với máy bay, con tầu vũ trụ, nhưng con người vẫn theo hướng nguy hiểm ấy mà hành động, mà triển khai mối nguy.",0,0: không trả lời trực tiếp câu truy vấn hoặc là bình luận ngoài chủ đề/nhận xu/quảng cáo.
q03,Khách hàng gặp vấn đề gì về giao hàng hoặc vận chuyển?,10,10,0.8210729360580444,rag_Fashion_15566876492,Thời gian vận chuyển rất hợp lí. Tôi đã đặt hàng với tâm thế hào hứng chờ đợi để được trải nghiệm sản phẩm và tôi không hề bị chờ mỏi cổ. Có thể thấy bên vận chuyển không quản ngại thời tiết và đường xá xa xôi để đưa sản phẩm cho tôi trong thời gian ngắn nhất. hình ảnh nhận xu ạ,0,0: không trả lời trực tiếp câu truy vấn hoặc là bình luận ngoài chủ đề/nhận xu/quảng cáo.
q04,Review nào nói giao hàng nhanh hoặc chậm?,3,1,0.851434588432312,rag_Fashion_15696993397,"Shop tư vấn nhiệt tình , rep tin nhắn giao hàng nhanh , mới có 2 ngày mà Hàng đã về rồi , đóng hàng cẩn thận ship với thân thiện hàng chuẩn auto xinh . Em dùng một thời gian và sẽ quay lại đánh giá tiếp",1,1: nói giao hàng nhanh.
q04,Review nào nói giao hàng nhanh hoặc chậm?,3,2,0.8476202487945557,rag_Electronic_13748440990,"Hình và video chỉ mang tính nhận xu. Sản phẩm sạc nhanh cho Xiaomi ""mấy hãng khác sạc chậm nha mọi người cân nhắc""",0,0: không trả lời trực tiếp câu truy vấn hoặc là bình luận ngoài chủ đề/nhận xu/quảng cáo.
q04,Review nào nói giao hàng nhanh hoặc chậm?,3,3,0.8475706577301025,rag_Fashion_13413643650,Rất thích shop tiếp nhận đơn hàng nhanh và giao hàng cho bên vận chuyển rất nhanh ak. Shop đóng gói sản phẩm nhỏ gọn và đẹp ak. Shop giao đúng màu đúng mẫu đúng số lượng ak. Đáng mua mn ak. Mình sẽ ủng hộ shop tiếp các lần tiếp theo ak,1,1: nói tiếp nhận đơn và chuyển vận chuyển nhanh.
q04,Review nào nói giao hàng nhanh hoặc chậm?,5,1,0.851434588432312,rag_Fashion_15696993397,"Shop tư vấn nhiệt tình , rep tin nhắn giao hàng nhanh , mới có 2 ngày mà Hàng đã về rồi , đóng hàng cẩn thận ship với thân thiện hàng chuẩn auto xinh . Em dùng một thời gian và sẽ quay lại đánh giá tiếp",1,1: nói giao hàng nhanh.
q04,Review nào nói giao hàng nhanh hoặc chậm?,5,2,0.8476202487945557,rag_Electronic_13748440990,"Hình và video chỉ mang tính nhận xu. Sản phẩm sạc nhanh cho Xiaomi ""mấy hãng khác sạc chậm nha mọi người cân nhắc""",0,0: không trả lời trực tiếp câu truy vấn hoặc là bình luận ngoài chủ đề/nhận xu/quảng cáo.
q04,Review nào nói giao hàng nhanh hoặc chậm?,5,3,0.8475706577301025,rag_Fashion_13413643650,Rất thích shop tiếp nhận đơn hàng nhanh và giao hàng cho bên vận chuyển rất nhanh ak. Shop đóng gói sản phẩm nhỏ gọn và đẹp ak. Shop giao đúng màu đúng mẫu đúng số lượng ak. Đáng mua mn ak. Mình sẽ ủng hộ shop tiếp các lần tiếp theo ak,1,1: nói tiếp nhận đơn và chuyển vận chuyển nhanh.
q04,Review nào nói giao hàng nhanh hoặc chậm?,5,4,0.8473324775695801,rag_Electronic_12132125872,"Sản phẩm đúng như giới thiệu, shop đóng gói gọn gàng và cần thận. Thời gian giao hàng nhanh. Dùng bền hay không thì thời gian trả lời",1,1: nói thời gian giao hàng nhanh.
q04,Review nào nói giao hàng nhanh hoặc chậm?,5,5,0.8469767570495605,rag_Electronic_14384764208,Hàng đứng mưu tả gửi đúng số lượng ship cho nhanh nhẹn giá hợp lý chưa kiểm chứng chưa biết chất lượng thế nào tạm thời đánh giá 3 sao,1,1: có nhận xét ship nhanh nhẹn.
q04,Review nào nói giao hàng nhanh hoặc chậm?,10,1,0.851434588432312,rag_Fashion_15696993397,"Shop tư vấn nhiệt tình , rep tin nhắn giao hàng nhanh , mới có 2 ngày mà Hàng đã về rồi , đóng hàng cẩn thận ship với thân thiện hàng chuẩn auto xinh . Em dùng một thời gian và sẽ quay lại đánh giá tiếp",1,1: nói giao hàng nhanh.
q04,Review nào nói giao hàng nhanh hoặc chậm?,10,2,0.8476202487945557,rag_Electronic_13748440990,"Hình và video chỉ mang tính nhận xu. Sản phẩm sạc nhanh cho Xiaomi ""mấy hãng khác sạc chậm nha mọi người cân nhắc""",0,0: không trả lời trực tiếp câu truy vấn hoặc là bình luận ngoài chủ đề/nhận xu/quảng cáo.
q04,Review nào nói giao hàng nhanh hoặc chậm?,10,3,0.8475706577301025,rag_Fashion_13413643650,Rất thích shop tiếp nhận đơn hàng nhanh và giao hàng cho bên vận chuyển rất nhanh ak. Shop đóng gói sản phẩm nhỏ gọn và đẹp ak. Shop giao đúng màu đúng mẫu đúng số lượng ak. Đáng mua mn ak. Mình sẽ ủng hộ shop tiếp các lần tiếp theo ak,1,1: nói tiếp nhận đơn và chuyển vận chuyển nhanh.
q04,Review nào nói giao hàng nhanh hoặc chậm?,10,4,0.8473324775695801,rag_Electronic_12132125872,"Sản phẩm đúng như giới thiệu, shop đóng gói gọn gàng và cần thận. Thời gian giao hàng nhanh. Dùng bền hay không thì thời gian trả lời",1,1: nói thời gian giao hàng nhanh.
q04,Review nào nói giao hàng nhanh hoặc chậm?,10,5,0.8469767570495605,rag_Electronic_14384764208,Hàng đứng mưu tả gửi đúng số lượng ship cho nhanh nhẹn giá hợp lý chưa kiểm chứng chưa biết chất lượng thế nào tạm thời đánh giá 3 sao,1,1: có nhận xét ship nhanh nhẹn.
q04,Review nào nói giao hàng nhanh hoặc chậm?,10,6,0.8467053771018982,rag_Electronic_12363798139,"giao hàng đúng với mô tả, bao bì kĩ, sạc nhanh hay kh thì chưa biết",0,0: không trả lời trực tiếp câu truy vấn hoặc là bình luận ngoài chủ đề/nhận xu/quảng cáo.
q04,Review nào nói giao hàng nhanh hoặc chậm?,10,7,0.8463051915168762,rag_Electronic_10857367959,Thời gian cbi hàng nhanh. Mình thử sài được vài hôm rồi cũng ổn không biết một thời gian sau như nào nma sạc nhanh nên mua,1,1: nói thời gian chuẩn bị hàng nhanh.
q04,Review nào nói giao hàng nhanh hoặc chậm?,10,8,0.8455090522766113,rag_Electronic_12162444735,"mình có huỷ đơn vì muốn đặt lại nhưng mà shop gửi hàng rồi thì thôi nhận vậy, nếu dùng ổn sau đặt tiếp hàng rẻ so với thị trường , chưa dùng lâu nên mình cũng chưa biết chất lượng thế nào Nói chung gửi hàng đúng đủ",0,0: không trả lời trực tiếp câu truy vấn hoặc là bình luận ngoài chủ đề/nhận xu/quảng cáo.
q04,Review nào nói giao hàng nhanh hoặc chậm?,10,9,0.8454505205154419,rag_Electronic_16110286421,"Shop giao hàng nhanh, đã dùng được 1 tuần nên quay lại đánh giá. Sản phẩm tem đầy đủ, có bảo hành, dịch vụ tốt",1,1: nói shop giao hàng nhanh.
q04,Review nào nói giao hàng nhanh hoặc chậm?,10,10,0.84538733959198,rag_Electronic_13069074252,"Hàng ổn so với giá tiền, khá là ưng ý, giao hàng khá nhanh. Sẽ ủng hộ shop. Hình ảnh và video chỉ mang tính chất nhận xu thôi ạ",1,1: nói giao hàng khá nhanh.
q05,"Khách hàng phàn nàn gì về đóng gói, hộp hoặc bao bì?",3,1,0.832084059715271,rag_HomeLifestyle_15697677225,nhận hàng chưa hài lòng vì sản phẩm chưa đúng với kích thước trong mô tả .mong shop khắc phục nhé .shop giải quyết hoàn lại nhưng thôi mình thấy chất lượng hộp cũng ok nên thôi cho shop 5* vì thái độ phục vụ,0,0: không trả lời trực tiếp câu truy vấn hoặc là bình luận ngoài chủ đề/nhận xu/quảng cáo.
q05,"Khách hàng phàn nàn gì về đóng gói, hộp hoặc bao bì?",3,2,0.8302486538887024,rag_Fashion_15688961339,"Anh Đ. (37 tuổi, ngụ Đồng Nai) từng than thở về câu chuyện trớ trêu trên của chính mình. Anh là dân buôn bán, chị vẫn thường theo phụ nhưng tập trung phần lớn để chăm con. Kinh Đang yên lành, vợ chồng thắm thiết thì anh hay tin vợ và gia đình đã làm xong thủ tục cho tài sản, ra sổ một mảnh đất nhưng gần như ai cũng giấu anh. Hỏi han vài nơi, anh biết được chỉ chị vợ đứng tên trên tài sản ấy. Anh Đ. tâm sự vì làm chủ được kinh tế, nên dù mảnh đất đó có giá trị lớn, anh ít quan tâm. Điều khiến anh buồn và khó hiểu rồi nghĩ mãi không tìm được lý do mọi người phải giấu anh chuyện ấy. Để con cái khỏi buồn phiền, anh ngậm ngùi quyết định vờ như không biết. Cơn giận, bao buồn bực như được đẩy lên đỉnh điểm khi anh hay tin chị vợ đã chi hơn 100 triệu đồng để làm thủ tục sang tên, đóng thuế, chuyển đổi mục đích... Dù có là ""của chồng công vợ"" đi nữa, nhưng nhìn nhận thực tế thì toàn bộ tài sản mà gia đình có đều nhờ phần lớn sự nỗ lực bươn chải của anh Đ. mà nên. ""Biết làm sao đây?! Vài ba tỉ chả đáng, nhưng buồn lắm. Xổ ra là banh chành ngay. Tui nóng tính mà, còn đằng vợ chắc cũng sẽ rùm beng"", anh Đ. trong một lần than thở. Ai cũng có phần lý của mình, khi sau vài lần anh thăm dò, chị cho rằng đó là ý kiến của bố mẹ và ""cũng là của cải của hai vợ chồng thôi"". Còn với anh thì đó là một hành động xúc phạm và khiến mình tự ái lắm.",0,0: không trả lời trực tiếp câu truy vấn hoặc là bình luận ngoài chủ đề/nhận xu/quảng cáo.
q05,"Khách hàng phàn nàn gì về đóng gói, hộp hoặc bao bì?",3,3,0.8291814923286438,rag_HomeLifestyle_8732594945,"sản phẩm đóng gói kỹ, hàng trước mắt mở ra thấy đúng giống trong mô tả của người bán, chưa sử dụng lần nào nên chưa biết công năng ra sao, đánh giá 5* cái đã, hihi.",0,0: không trả lời trực tiếp câu truy vấn hoặc là bình luận ngoài chủ đề/nhận xu/quảng cáo.
q05,"Khách hàng phàn nàn gì về đóng gói, hộp hoặc bao bì?",5,1,0.832084059715271,rag_HomeLifestyle_15697677225,nhận hàng chưa hài lòng vì sản phẩm chưa đúng với kích thước trong mô tả .mong shop khắc phục nhé .shop giải quyết hoàn lại nhưng thôi mình thấy chất lượng hộp cũng ok nên thôi cho shop 5* vì thái độ phục vụ,0,0: không trả lời trực tiếp câu truy vấn hoặc là bình luận ngoài chủ đề/nhận xu/quảng cáo.
q05,"Khách hàng phàn nàn gì về đóng gói, hộp hoặc bao bì?",5,2,0.8302486538887024,rag_Fashion_15688961339,"Anh Đ. (37 tuổi, ngụ Đồng Nai) từng than thở về câu chuyện trớ trêu trên của chính mình. Anh là dân buôn bán, chị vẫn thường theo phụ nhưng tập trung phần lớn để chăm con. Kinh Đang yên lành, vợ chồng thắm thiết thì anh hay tin vợ và gia đình đã làm xong thủ tục cho tài sản, ra sổ một mảnh đất nhưng gần như ai cũng giấu anh. Hỏi han vài nơi, anh biết được chỉ chị vợ đứng tên trên tài sản ấy. Anh Đ. tâm sự vì làm chủ được kinh tế, nên dù mảnh đất đó có giá trị lớn, anh ít quan tâm. Điều khiến anh buồn và khó hiểu rồi nghĩ mãi không tìm được lý do mọi người phải giấu anh chuyện ấy. Để con cái khỏi buồn phiền, anh ngậm ngùi quyết định vờ như không biết. Cơn giận, bao buồn bực như được đẩy lên đỉnh điểm khi anh hay tin chị vợ đã chi hơn 100 triệu đồng để làm thủ tục sang tên, đóng thuế, chuyển đổi mục đích... Dù có là ""của chồng công vợ"" đi nữa, nhưng nhìn nhận thực tế thì toàn bộ tài sản mà gia đình có đều nhờ phần lớn sự nỗ lực bươn chải của anh Đ. mà nên. ""Biết làm sao đây?! Vài ba tỉ chả đáng, nhưng buồn lắm. Xổ ra là banh chành ngay. Tui nóng tính mà, còn đằng vợ chắc cũng sẽ rùm beng"", anh Đ. trong một lần than thở. Ai cũng có phần lý của mình, khi sau vài lần anh thăm dò, chị cho rằng đó là ý kiến của bố mẹ và ""cũng là của cải của hai vợ chồng thôi"". Còn với anh thì đó là một hành động xúc phạm và khiến mình tự ái lắm.",0,0: không trả lời trực tiếp câu truy vấn hoặc là bình luận ngoài chủ đề/nhận xu/quảng cáo.
q05,"Khách hàng phàn nàn gì về đóng gói, hộp hoặc bao bì?",5,3,0.8291814923286438,rag_HomeLifestyle_8732594945,"sản phẩm đóng gói kỹ, hàng trước mắt mở ra thấy đúng giống trong mô tả của người bán, chưa sử dụng lần nào nên chưa biết công năng ra sao, đánh giá 5* cái đã, hihi.",0,0: không trả lời trực tiếp câu truy vấn hoặc là bình luận ngoài chủ đề/nhận xu/quảng cáo.
q05,"Khách hàng phàn nàn gì về đóng gói, hộp hoặc bao bì?",5,4,0.8289257287979126,rag_HomeLifestyle_16093830253,"Hàng siêu dày dặn, chủ shop nhiệt tình, nói chuyện tử tế, mình rất ưng. Nếu mua hàng không may bị thiếu. Các bạn cứ liên lạc với shop. Mk thấy shop hỗ trợ hết mình luôn ạ.10đ",0,0: không trả lời trực tiếp câu truy vấn hoặc là bình luận ngoài chủ đề/nhận xu/quảng cáo.
q05,"Khách hàng phàn nàn gì về đóng gói, hộp hoặc bao bì?",5,5,0.8285887241363525,rag_HomeLifestyle_15633010828,"Gần 40k nhưng vẫn đẹp, ko thể so sánh với hàng mấy trăm nhưng với mức giá này thì : tốt 👍🏻",0,0: không trả lời trực tiếp câu truy vấn hoặc là bình luận ngoài chủ đề/nhận xu/quảng cáo.
q05,"Khách hàng phàn nàn gì về đóng gói, hộp hoặc bao bì?",10,1,0.832084059715271,rag_HomeLifestyle_15697677225,nhận hàng chưa hài lòng vì sản phẩm chưa đúng với kích thước trong mô tả .mong shop khắc phục nhé .shop giải quyết hoàn lại nhưng thôi mình thấy chất lượng hộp cũng ok nên thôi cho shop 5* vì thái độ phục vụ,0,0: không trả lời trực tiếp câu truy vấn hoặc là bình luận ngoài chủ đề/nhận xu/quảng cáo.
q05,"Khách hàng phàn nàn gì về đóng gói, hộp hoặc bao bì?",10,2,0.8302486538887024,rag_Fashion_15688961339,"Anh Đ. (37 tuổi, ngụ Đồng Nai) từng than thở về câu chuyện trớ trêu trên của chính mình. Anh là dân buôn bán, chị vẫn thường theo phụ nhưng tập trung phần lớn để chăm con. Kinh Đang yên lành, vợ chồng thắm thiết thì anh hay tin vợ và gia đình đã làm xong thủ tục cho tài sản, ra sổ một mảnh đất nhưng gần như ai cũng giấu anh. Hỏi han vài nơi, anh biết được chỉ chị vợ đứng tên trên tài sản ấy. Anh Đ. tâm sự vì làm chủ được kinh tế, nên dù mảnh đất đó có giá trị lớn, anh ít quan tâm. Điều khiến anh buồn và khó hiểu rồi nghĩ mãi không tìm được lý do mọi người phải giấu anh chuyện ấy. Để con cái khỏi buồn phiền, anh ngậm ngùi quyết định vờ như không biết. Cơn giận, bao buồn bực như được đẩy lên đỉnh điểm khi anh hay tin chị vợ đã chi hơn 100 triệu đồng để làm thủ tục sang tên, đóng thuế, chuyển đổi mục đích... Dù có là ""của chồng công vợ"" đi nữa, nhưng nhìn nhận thực tế thì toàn bộ tài sản mà gia đình có đều nhờ phần lớn sự nỗ lực bươn chải của anh Đ. mà nên. ""Biết làm sao đây?! Vài ba tỉ chả đáng, nhưng buồn lắm. Xổ ra là banh chành ngay. Tui nóng tính mà, còn đằng vợ chắc cũng sẽ rùm beng"", anh Đ. trong một lần than thở. Ai cũng có phần lý của mình, khi sau vài lần anh thăm dò, chị cho rằng đó là ý kiến của bố mẹ và ""cũng là của cải của hai vợ chồng thôi"". Còn với anh thì đó là một hành động xúc phạm và khiến mình tự ái lắm.",0,0: không trả lời trực tiếp câu truy vấn hoặc là bình luận ngoài chủ đề/nhận xu/quảng cáo.
q05,"Khách hàng phàn nàn gì về đóng gói, hộp hoặc bao bì?",10,3,0.8291814923286438,rag_HomeLifestyle_8732594945,"sản phẩm đóng gói kỹ, hàng trước mắt mở ra thấy đúng giống trong mô tả của người bán, chưa sử dụng lần nào nên chưa biết công năng ra sao, đánh giá 5* cái đã, hihi.",0,0: không trả lời trực tiếp câu truy vấn hoặc là bình luận ngoài chủ đề/nhận xu/quảng cáo.
q05,"Khách hàng phàn nàn gì về đóng gói, hộp hoặc bao bì?",10,4,0.8289257287979126,rag_HomeLifestyle_16093830253,"Hàng siêu dày dặn, chủ shop nhiệt tình, nói chuyện tử tế, mình rất ưng. Nếu mua hàng không may bị thiếu. Các bạn cứ liên lạc với shop. Mk thấy shop hỗ trợ hết mình luôn ạ.10đ",0,0: không trả lời trực tiếp câu truy vấn hoặc là bình luận ngoài chủ đề/nhận xu/quảng cáo.
